name,country,abstract
"""Montenegro""@en",http://dbpedia.org/resource/Montenegro,"""Montenegro (/ˌmɒntɨˈneɪɡroʊ/ or /ˌmɒntɨˈniːɡroʊ/; or  /ˌmɒntɨˈnɛɡroʊ/; Montenegrin: Crna Gora / Црна Гора [t͡sr̩̂ːnaː ɡɔ̌ra] ,  meaning ""Black Mountain"") is a country in Southeastern Europe. It has a  coast on the Adriatic Sea to the south-west and is bordered by Croatia  to the west, Bosnia and Herzegovina to the northwest, Serbia to the  northeast, Kosovo to the east and Albania to the south-east. Its capital  and largest city is Podgorica, while Cetinje is designated as the  Prijestonica, meaning the former Royal Capital City.In the 9th century,  there existed three Slavic principalities on the territory of  Montenegro: Duklja, roughly corresponding to the southern half,  Travunia, the west, and Rascia, the north. In 1042, archon Stefan  Vojislav led a revolt that resulted in the independence of Duklja and  the establishment of the Vojislavljević dynasty. Duklja reached its  zenith under Vojislav's son, Mihailo (1046–81), and his son Bodin  (1081–1101). By the 13th century, Zeta had replaced Duklja when  referring to the realm. In the late 14th century, southern Montenegro  (Zeta) came under the rule of the Balšić noble family, then the  Crnojević noble family, and by the 15th century, Zeta was more often  referred to as Crna Gora (Venetian: monte negro). As the Crnojević  dynasty disintegrated, Montenegro was ruled by its Bishops until 1696,  and then by the House of Petrović-Njegoš until 1918. From 1918, it was a  part of Yugoslavia. On the basis of an independence referendum held on  21 May 2006, Montenegro declared independence on 3 June of that  year.Montenegro is classified by the World Bank as a middle-income  country. Montenegro is a member of the UN, the World Trade Organization,  the Organization for Security and Co-operation in Europe, the Council  of Europe, the Central European Free Trade Agreement and a founding  member of the Union for the Mediterranean. Montenegro is currently an  official candidate for membership in the European Union and official  candidate for membership of NATO.""@en"
"""''Црна Гора""@en",http://dbpedia.org/resource/Montenegro,"""Montenegro (/ˌmɒntɨˈneɪɡroʊ/ or /ˌmɒntɨˈniːɡroʊ/; or  /ˌmɒntɨˈnɛɡroʊ/; Montenegrin: Crna Gora / Црна Гора [t͡sr̩̂ːnaː ɡɔ̌ra] ,  meaning ""Black Mountain"") is a country in Southeastern Europe. It has a  coast on the Adriatic Sea to the south-west and is bordered by Croatia  to the west, Bosnia and Herzegovina to the northwest, Serbia to the  northeast, Kosovo to the east and Albania to the south-east. Its capital  and largest city is Podgorica, while Cetinje is designated as the  Prijestonica, meaning the former Royal Capital City.In the 9th century,  there existed three Slavic principalities on the territory of  Montenegro: Duklja, roughly corresponding to the southern half,  Travunia, the west, and Rascia, the north. In 1042, archon Stefan  Vojislav led a revolt that resulted in the independence of Duklja and  the establishment of the Vojislavljević dynasty. Duklja reached its  zenith under Vojislav's son, Mihailo (1046–81), and his son Bodin  (1081–1101). By the 13th century, Zeta had replaced Duklja when  referring to the realm. In the late 14th century, southern Montenegro  (Zeta) came under the rule of the Balšić noble family, then the  Crnojević noble family, and by the 15th century, Zeta was more often  referred to as Crna Gora (Venetian: monte negro). As the Crnojević  dynasty disintegrated, Montenegro was ruled by its Bishops until 1696,  and then by the House of Petrović-Njegoš until 1918. From 1918, it was a  part of Yugoslavia. On the basis of an independence referendum held on  21 May 2006, Montenegro declared independence on 3 June of that  year.Montenegro is classified by the World Bank as a middle-income  country. Montenegro is a member of the UN, the World Trade Organization,  the Organization for Security and Co-operation in Europe, the Council  of Europe, the Central European Free Trade Agreement and a founding  member of the Union for the Mediterranean. Montenegro is currently an  official candidate for membership in the European Union and official  candidate for membership of NATO.""@en"
"""Crna Gora""@en",http://dbpedia.org/resource/Montenegro,"""Montenegro (/ˌmɒntɨˈneɪɡroʊ/ or /ˌmɒntɨˈniːɡroʊ/; or  /ˌmɒntɨˈnɛɡroʊ/; Montenegrin: Crna Gora / Црна Гора [t͡sr̩̂ːnaː ɡɔ̌ra] ,  meaning ""Black Mountain"") is a country in Southeastern Europe. It has a  coast on the Adriatic Sea to the south-west and is bordered by Croatia  to the west, Bosnia and Herzegovina to the northwest, Serbia to the  northeast, Kosovo to the east and Albania to the south-east. Its capital  and largest city is Podgorica, while Cetinje is designated as the  Prijestonica, meaning the former Royal Capital City.In the 9th century,  there existed three Slavic principalities on the territory of  Montenegro: Duklja, roughly corresponding to the southern half,  Travunia, the west, and Rascia, the north. In 1042, archon Stefan  Vojislav led a revolt that resulted in the independence of Duklja and  the establishment of the Vojislavljević dynasty. Duklja reached its  zenith under Vojislav's son, Mihailo (1046–81), and his son Bodin  (1081–1101). By the 13th century, Zeta had replaced Duklja when  referring to the realm. In the late 14th century, southern Montenegro  (Zeta) came under the rule of the Balšić noble family, then the  Crnojević noble family, and by the 15th century, Zeta was more often  referred to as Crna Gora (Venetian: monte negro). As the Crnojević  dynasty disintegrated, Montenegro was ruled by its Bishops until 1696,  and then by the House of Petrović-Njegoš until 1918. From 1918, it was a  part of Yugoslavia. On the basis of an independence referendum held on  21 May 2006, Montenegro declared independence on 3 June of that  year.Montenegro is classified by the World Bank as a middle-income  country. Montenegro is a member of the UN, the World Trade Organization,  the Organization for Security and Co-operation in Europe, the Council  of Europe, the Central European Free Trade Agreement and a founding  member of the Union for the Mediterranean. Montenegro is currently an  official candidate for membership in the European Union and official  candidate for membership of NATO.""@en"
"""Morocco""@en",http://dbpedia.org/resource/Morocco,"""Morocco (Arabic: المغرب‎ al-Maġrib, Berber: ⵍⵎⴰⵖⵔⵉⴱ Lmaġrib,  French: Maroc), officially the Kingdom of Morocco, is a country in the  Maghreb region of North Africa. Geographically, Morocco is characterized  by a rugged mountainous interior and large portions of desert. The  Arabic name al-Mamlakah al-Maġribiyah (Arabic: المملكة المغربية‎,  meaning ""The Western Kingdom"") and Al-Maghrib (Arabic: المغرب‎, meaning  ""The West"") are commonly used as alternate names.Morocco has a  population of over 33 million and an area of 446,550 km2 (172,410 sq  mi). Its political capital is Rabat, although the largest city is  Casablanca; other major cities include Marrakesh, Tangier, Tetouan,  Salé, Fes, Agadir, Meknes, Oujda, Kenitra, and Nador. A historically  prominent regional power, Morocco has a history of independence not  shared by its neighbours. Its distinct culture is a blend of Arab,  indigenous Berber, African, and European influences.Morocco claims the  non-self-governing territory of Western Sahara as its Southern  Provinces. Morocco annexed the territory in 1975, leading to a guerrilla  war with indigenous forces until a cease-fire in 1991. Peace processes  have thus far failed to break the political deadlock.Morocco is a  constitutional monarchy with an elected parliament. The King of Morocco  holds vast executive and legislative powers, especially over the  military, foreign policy and religious affairs. Executive power is  exercised by the government, while Legislative power is vested in both  the government and the two chambers of parliament, the Assembly of  Representatives and the Assembly of Councillors. The king can issue  decrees called dahirs which have the force of law. He can also dissolve  the parliament after consulting the Prime Minister and the president of  the Constitutional court.Morocco's predominant religion is Islam, while  the official languages are Berber and Arabic. Moroccan Arabic, referred  to as Darija, and French are also widely spoken.""@en"
"""Mozambique""@en",http://dbpedia.org/resource/Mozambique,"""Mozambique (/moʊzæmbiːk/ or /mɔːzæmbiːk/), officially the  Republic of Mozambique (Portuguese: Moçambique or República de  Moçambique, pronounced: [ʁɛˈpublikɐ di musɐ̃ˈbiki]), is a country in  Southeast Africa bordered by the Indian Ocean to the east, Tanzania to  the north, Malawi and Zambia to the northwest, Zimbabwe to the west, and  Swaziland and South Africa to the southwest. It is separated from  Madagascar by the Mozambique Channel to the east. The capital and  largest city is Maputo (previously called Lourenço Marques before  independence).Between the 1st and 5th centuries AD, Bantu-speaking  peoples migrated from farther north and west. Swahili, and later also  Arab, commercial ports existed along the coasts until the arrival of  Europeans. The area was explored by Vasco da Gama in 1498 and colonized  by Portugal from 1505. After over four centuries of Portuguese rule,  Mozambique gained independence in 1975, becoming the People's Republic  of Mozambique shortly thereafter. After only two years of independence,  the country descended into an intense and protracted civil war lasting  from 1977 to 1992. In 1994, Mozambique held its first multiparty  elections and has remained a relatively stable presidential republic  since.Mozambique is endowed with rich and extensive natural resources.  The country's economy is based largely on agriculture, but with  industry, mainly food and beverages, chemical manufacturing, aluminium  and petroleum production, is growing. The country's tourism sector is  also growing. South Africa is Mozambique's main trading partner and  source of foreign direct investment. Portugal, Brazil, Spain and Belgium  are also among the country's most important economic partners. Since  2001, Mozambique's annual average GDP growth has been among the world's  highest. However, the country ranks among the lowest in GDP per capita,  human development, measures of inequality, and average life  expectancy.The only official language of Mozambique is Portuguese, which  is spoken mostly as a second language by about half of the population.  Common native languages include Swahili, Makhuwa, and Sena. The  country's population of around 24 million is composed overwhelmingly of  Bantu people. The largest religion in Mozambique is Christianity, with  significant minorities following Islam and African traditional  religions. Mozambique is a member of the African Union, Commonwealth of  Nations, the Community of Portuguese Language Countries, the Latin  Union, Organisation of Islamic Cooperation and Southern African  Development Community and an observer at La Francophonie.""@en"
"""Namibia""@en",http://dbpedia.org/resource/Namibia,"""Namibia /nəˈmɪbiə/, officially the Republic of Namibia (German:  About this sound Republik Namibia ; Afrikaans: Republiek van Namibië),  is a country in southern Africa whose western border is the Atlantic  Ocean. It shares land borders with Angola and Zambia to the north,  Botswana to the east and South Africa to the south and east. Although it  does not border Zimbabwe, less than 200 metres of riverbed (essentially  the Zambia/Botswana border) separates them at their closest points. It  gained independence from South Africa on 21 March 1990, following the  Namibian War of Independence. Its capital and largest city is Windhoek.  Namibia is a member state of the United Nations (UN), the Southern  African Development Community (SADC), the African Union (AU), and the  Commonwealth of Nations.The dry lands of Namibia were inhabited since  early times by San, Damara, and Namaqua, and since about the 14th  century AD by immigrating Bantu who came with the Bantu expansion. Most  of the territory became a German Imperial protectorate in 1884 and  remained a German colony until the end of World War I. In 1920, the  League of Nations mandated the country to South Africa, which imposed  its laws and, from 1948, its apartheid policy. The port of Walvis Bay  and the offshore Penguin Islands had been annexed by the Cape Colony  under the British crown by 1878 and had become an integral part of the  new Union of South Africa at its creation in 1910.Uprisings and demands  by African leaders led the UN to assume direct responsibility over the  territory. It recognised the South West Africa People's Organisation  (SWAPO) as the official representative of the Namibian people in 1973.  Namibia, however, remained under South African administration during  this time as South-West Africa. Following internal violence, South  Africa installed an interim administration in Namibia in 1985. Namibia  obtained full independence from South Africa in 1990, with the exception  of Walvis Bay and the Penguin Islands, which remained under South  African control until 1994.Namibia has a population of 2.1 million  people and a stable multi-party parliamentary democracy. Agriculture,  herding, tourism and the mining industry – including mining for gem  diamonds, uranium, gold, silver, and base metals – form the backbone of  Namibia's economy. Given the presence of the arid Namib Desert, it is  one of the least densely populated countries in the world. Namibia  enjoys high political, economic and social stability.""@en"
"""Nauru""@en",http://dbpedia.org/resource/Nauru,"""Nauru (English /nɑːˈuːruː/ nah-OO-roo), officially the Republic  of Nauru and formerly known as Pleasant Island, is an island country in  Micronesia in the South Pacific. Its nearest neighbour is Banaba Island  in Kiribati, 300 kilometres (186 mi) to the east. With 9,378 residents  in a 21 square kilometres (8.1 sq mi) area, Nauru is the smallest nation  in the South Pacific and 2nd smallest nation by population on the  planet, behind only Vatican City.Settled by Micronesian and Polynesian  people, Nauru was annexed and claimed as a colony by the German Empire  in the late 19th century. After World War I, Nauru became a League of  Nations mandate administered by Australia, New Zealand, and the United  Kingdom. During World War II, Nauru was occupied by Japanese troops, who  were bypassed by the Allied advance across the Pacific. After the war  ended, the country entered into trusteeship again. Nauru gained its  independence in 1968.Nauru is a phosphate rock island with rich deposits  near the surface, which allow easy strip mining operations. It has some  phosphate resources which, as of 2011, are not economically viable for  extraction. Nauru boasted the highest per-capita income enjoyed by any  sovereign state in the world during the late 1960s and early 1970s. When  the phosphate reserves were exhausted, and the environment had been  seriously harmed by mining, the trust that had been established to  manage the island's wealth diminished in value. To earn income, Nauru  briefly became a tax haven and illegal money laundering centre. From  2001 to 2008, it accepted aid from the Australian Government in exchange  for hosting the Nauru detention centre.The president of Nauru is Baron  Waqa, who heads a 19-member unicameral parliament. The country is a  member of the United Nations, the Commonwealth of Nations, the Asian  Development Bank and the Pacific Islands Forum. Nauru also participates  in the Commonwealth and Olympic Games. Recently Nauru became a member  country of the International Renewable Energy Agency (IRENA).""@en"
"""Ripublik Naoero""@en",http://dbpedia.org/resource/Nauru,"""Nauru (English /nɑːˈuːruː/ nah-OO-roo), officially the Republic  of Nauru and formerly known as Pleasant Island, is an island country in  Micronesia in the South Pacific. Its nearest neighbour is Banaba Island  in Kiribati, 300 kilometres (186 mi) to the east. With 9,378 residents  in a 21 square kilometres (8.1 sq mi) area, Nauru is the smallest nation  in the South Pacific and 2nd smallest nation by population on the  planet, behind only Vatican City.Settled by Micronesian and Polynesian  people, Nauru was annexed and claimed as a colony by the German Empire  in the late 19th century. After World War I, Nauru became a League of  Nations mandate administered by Australia, New Zealand, and the United  Kingdom. During World War II, Nauru was occupied by Japanese troops, who  were bypassed by the Allied advance across the Pacific. After the war  ended, the country entered into trusteeship again. Nauru gained its  independence in 1968.Nauru is a phosphate rock island with rich deposits  near the surface, which allow easy strip mining operations. It has some  phosphate resources which, as of 2011, are not economically viable for  extraction. Nauru boasted the highest per-capita income enjoyed by any  sovereign state in the world during the late 1960s and early 1970s. When  the phosphate reserves were exhausted, and the environment had been  seriously harmed by mining, the trust that had been established to  manage the island's wealth diminished in value. To earn income, Nauru  briefly became a tax haven and illegal money laundering centre. From  2001 to 2008, it accepted aid from the Australian Government in exchange  for hosting the Nauru detention centre.The president of Nauru is Baron  Waqa, who heads a 19-member unicameral parliament. The country is a  member of the United Nations, the Commonwealth of Nations, the Asian  Development Bank and the Pacific Islands Forum. Nauru also participates  in the Commonwealth and Olympic Games. Recently Nauru became a member  country of the International Renewable Energy Agency (IRENA).""@en"
"""Nepal""@en",http://dbpedia.org/resource/Nepal,"""Nepal (/nɛˈpɔːl/ ne-PAWL Nepali: नेपाल [neˈpal] ), officially  the Federal Democratic Republic of Nepal, is a landlocked sovereign  state located in South Asia. With an area of 147,181 square kilometres  (56,827 sq mi) and a population of approximately 27 million (and nearly 2  million absentee workers living abroad), Nepal is the world's 93rd  largest country by land mass and the 41st most populous country. It is  located in the Himalayas and bordered to the north by the People's  Republic of China, and to the south, east, and west by the Republic of  India. Specifically, the Indian states of Uttarakhand, Uttar Pradesh,  Bihar, West Bengal, and Sikkim border Nepal, while across the Himalayas  lies the Tibetan Autonomous Region. Nepal is separated from Bangladesh  by the narrow Indian Siliguri corridor. Kathmandu is the nation's  capital and largest metropolis.The mountainous north of Nepal has eight  of the world's ten tallest mountains, including the highest point on  Earth, Mount Everest, called Sagarmatha (सगरमाथा) in Nepali. It contains  more than 240 peaks over 20,000 ft (6,096 m) above sea level. The  southern Terai region is fertile and humid. Lumbini, the birthplace of  Lord Gautam Buddha, is located in this region. Lumbini is one of the  holiest places of one of the world's great religions, and its remains  contain important evidence about the nature of Buddhist pilgrimage  centres from as early as the 3rd century BC.Hinduism is practiced by  about 81.3% of Nepalis, making it the country with the highest  percentage of Hindus. Buddhism is linked historically with Nepal and is  practiced by 16%, Kirat 5.1%, Islam by 4.4%, Christianity 1.4%, and  animism 0.4%. A large section of the population, especially in hill  region, even though they follow Hindu customs, may identify themselves  as both Hindu as well as Buddhists which can be attributed to syncretic  nature of Hinduism and Buddhism in Nepal.A monarchy throughout most of  its history, Nepal was ruled by the Shah dynasty of kings from 1768 ,  when Prithvi Narayan Shah unified its many small kingdoms, until 2008; a  decade-long Civil War involving the Communist Party of Nepal (Maoist)  (Now known as the Unified Communist Party of Nepal (Maoist)) and several  weeks of mass protests by all major political parties led to the  12-point agreement of 22 November 2005. The ensuing elections for the  constituent assembly on 28 May 2008 overwhelmingly favored the abolition  of the monarchy and the establishment of a federal multiparty  representative democratic republic.In recent developments, the political  parties of Nepal have agreed on forming an interim government under the  leadership of Chief Justice Khil Raj Regmi in order to hold Constituent  Assembly elections by 19 November 2013 to end the political  deadlock.The second election for the constituent assembly was held  successfully and Sushil Koirala was appointed the new prime minister.In  2013, Nepal ranked the 157th place on the Human Development Index (HDI)  and is one of the least developed nations in the entire world.""@en"
"""Sanghiya Loktāntrik Ganatantra Nepāl""@en",http://dbpedia.org/resource/Nepal,"""Nepal (/nɛˈpɔːl/ ne-PAWL Nepali: नेपाल [neˈpal] ), officially  the Federal Democratic Republic of Nepal, is a landlocked sovereign  state located in South Asia. With an area of 147,181 square kilometres  (56,827 sq mi) and a population of approximately 27 million (and nearly 2  million absentee workers living abroad), Nepal is the world's 93rd  largest country by land mass and the 41st most populous country. It is  located in the Himalayas and bordered to the north by the People's  Republic of China, and to the south, east, and west by the Republic of  India. Specifically, the Indian states of Uttarakhand, Uttar Pradesh,  Bihar, West Bengal, and Sikkim border Nepal, while across the Himalayas  lies the Tibetan Autonomous Region. Nepal is separated from Bangladesh  by the narrow Indian Siliguri corridor. Kathmandu is the nation's  capital and largest metropolis.The mountainous north of Nepal has eight  of the world's ten tallest mountains, including the highest point on  Earth, Mount Everest, called Sagarmatha (सगरमाथा) in Nepali. It contains  more than 240 peaks over 20,000 ft (6,096 m) above sea level. The  southern Terai region is fertile and humid. Lumbini, the birthplace of  Lord Gautam Buddha, is located in this region. Lumbini is one of the  holiest places of one of the world's great religions, and its remains  contain important evidence about the nature of Buddhist pilgrimage  centres from as early as the 3rd century BC.Hinduism is practiced by  about 81.3% of Nepalis, making it the country with the highest  percentage of Hindus. Buddhism is linked historically with Nepal and is  practiced by 16%, Kirat 5.1%, Islam by 4.4%, Christianity 1.4%, and  animism 0.4%. A large section of the population, especially in hill  region, even though they follow Hindu customs, may identify themselves  as both Hindu as well as Buddhists which can be attributed to syncretic  nature of Hinduism and Buddhism in Nepal.A monarchy throughout most of  its history, Nepal was ruled by the Shah dynasty of kings from 1768 ,  when Prithvi Narayan Shah unified its many small kingdoms, until 2008; a  decade-long Civil War involving the Communist Party of Nepal (Maoist)  (Now known as the Unified Communist Party of Nepal (Maoist)) and several  weeks of mass protests by all major political parties led to the  12-point agreement of 22 November 2005. The ensuing elections for the  constituent assembly on 28 May 2008 overwhelmingly favored the abolition  of the monarchy and the establishment of a federal multiparty  representative democratic republic.In recent developments, the political  parties of Nepal have agreed on forming an interim government under the  leadership of Chief Justice Khil Raj Regmi in order to hold Constituent  Assembly elections by 19 November 2013 to end the political  deadlock.The second election for the constituent assembly was held  successfully and Sushil Koirala was appointed the new prime minister.In  2013, Nepal ranked the 157th place on the Human Development Index (HDI)  and is one of the least developed nations in the entire world.""@en"
"""New Zealand""@en",http://dbpedia.org/resource/New_Zealand,"""New Zealand (/njuːˈziːlənd/; Māori: Aotearoa [aɔˈtɛaɾɔa]) is an  island country in the southwestern Pacific Ocean. The country  geographically comprises two main landmasses – that of the North Island,  or Te Ika-a-Māui, and the South Island, or Te Waipounamu – and numerous  smaller islands. New Zealand is situated some 1,500 kilometres (900 mi)  east of Australia across the Tasman Sea and roughly 1,000 kilometres  (600 mi) south of the Pacific island areas of New Caledonia, Fiji, and  Tonga. Because of its remoteness, it was one of the last lands to be  settled by humans. During its long isolation, New Zealand developed a  distinctive biodiversity of animal, fungal and plant life; most notable  are the large number of unique bird species. The country's varied  topography and its sharp mountain peaks owe much to the tectonic uplift  of land and volcanic eruptions.Polynesians settled New Zealand in  1250–1300 CE and developed a distinctive Māori culture. Abel Tasman, a  Dutch explorer, was the first European to sight New Zealand in 1642 CE.  The introduction of potatoes and muskets triggered upheaval among Māori  early during the 19th century, which led to the inter-tribal Musket  Wars. In 1840 the British Crown and Māori signed the Treaty of Waitangi,  making New Zealand a British colony. Immigrant numbers increased  sharply and conflicts escalated into the New Zealand Wars, which  resulted in Māori land being confiscated in the mid North Island.  Economic depressions were followed by periods of political reform, with  women gaining the vote during the 1890s, and a welfare state being  established from the 1930s. After World War II, New Zealand joined  Australia and the United States in the ANZUS security treaty, although  the United States later suspended the treaty as a result of New  Zealand's adoption of a nuclear-free policy. New Zealanders enjoyed one  of the highest standards of living in the world in the 1950s, but the  1970s saw a deep recession, worsened by oil shocks and the United  Kingdom's entry into the European Economic Community. The country  underwent major economic changes during the 1980s, which transformed it  from a protectionist to a liberalised free trade economy; once-dominant  exports of wool have been overtaken by dairy products, meat, and  wine.The majority of New Zealand's population is of European descent;  the indigenous Māori are the largest minority, followed by Asians and  Pacific Islanders. English, Māori and New Zealand Sign Language are the  official languages, with English predominant. Much of New Zealand's  culture is derived from Māori and early British settlers. Early European  art was dominated by landscapes and to a lesser extent portraits of  Māori. A recent resurgence of Māori culture has seen their traditional  arts of carving, weaving and tattooing become more mainstream. The  country's culture has also been broadened by globalisation and increased  immigration from the Pacific Islands and Asia. New Zealand's diverse  landscape provides many opportunities for outdoor pursuits and has  provided the backdrop for a number of big budget movies.New Zealand is  organised into 11 regional councils and 67 territorial authorities for  local government purposes; these have less autonomy than the country's  long defunct provinces did. Nationally, legislative authority is vested  in a unicameral Parliament, while executive political power is exercised  by the Cabinet, led by the Prime Minister. Queen Elizabeth II is the  country's head of state and is represented by a Governor-General. The  Realm of New Zealand also includes Tokelau (a dependent territory); the  Cook Islands and Niue (self-governing states in free association with  New Zealand); and the Ross Dependency, which is New Zealand's  territorial claim in Antarctica. New Zealand is a member of the United  Nations, Commonwealth of Nations, ANZUS, Organisation for Economic  Co-operation and Development, Pacific Islands Forum and Asia-Pacific  Economic Cooperation.""@en"
"""Aotearoa""@en",http://dbpedia.org/resource/New_Zealand,"""New Zealand (/njuːˈziːlənd/; Māori: Aotearoa [aɔˈtɛaɾɔa]) is an  island country in the southwestern Pacific Ocean. The country  geographically comprises two main landmasses – that of the North Island,  or Te Ika-a-Māui, and the South Island, or Te Waipounamu – and numerous  smaller islands. New Zealand is situated some 1,500 kilometres (900 mi)  east of Australia across the Tasman Sea and roughly 1,000 kilometres  (600 mi) south of the Pacific island areas of New Caledonia, Fiji, and  Tonga. Because of its remoteness, it was one of the last lands to be  settled by humans. During its long isolation, New Zealand developed a  distinctive biodiversity of animal, fungal and plant life; most notable  are the large number of unique bird species. The country's varied  topography and its sharp mountain peaks owe much to the tectonic uplift  of land and volcanic eruptions.Polynesians settled New Zealand in  1250–1300 CE and developed a distinctive Māori culture. Abel Tasman, a  Dutch explorer, was the first European to sight New Zealand in 1642 CE.  The introduction of potatoes and muskets triggered upheaval among Māori  early during the 19th century, which led to the inter-tribal Musket  Wars. In 1840 the British Crown and Māori signed the Treaty of Waitangi,  making New Zealand a British colony. Immigrant numbers increased  sharply and conflicts escalated into the New Zealand Wars, which  resulted in Māori land being confiscated in the mid North Island.  Economic depressions were followed by periods of political reform, with  women gaining the vote during the 1890s, and a welfare state being  established from the 1930s. After World War II, New Zealand joined  Australia and the United States in the ANZUS security treaty, although  the United States later suspended the treaty as a result of New  Zealand's adoption of a nuclear-free policy. New Zealanders enjoyed one  of the highest standards of living in the world in the 1950s, but the  1970s saw a deep recession, worsened by oil shocks and the United  Kingdom's entry into the European Economic Community. The country  underwent major economic changes during the 1980s, which transformed it  from a protectionist to a liberalised free trade economy; once-dominant  exports of wool have been overtaken by dairy products, meat, and  wine.The majority of New Zealand's population is of European descent;  the indigenous Māori are the largest minority, followed by Asians and  Pacific Islanders. English, Māori and New Zealand Sign Language are the  official languages, with English predominant. Much of New Zealand's  culture is derived from Māori and early British settlers. Early European  art was dominated by landscapes and to a lesser extent portraits of  Māori. A recent resurgence of Māori culture has seen their traditional  arts of carving, weaving and tattooing become more mainstream. The  country's culture has also been broadened by globalisation and increased  immigration from the Pacific Islands and Asia. New Zealand's diverse  landscape provides many opportunities for outdoor pursuits and has  provided the backdrop for a number of big budget movies.New Zealand is  organised into 11 regional councils and 67 territorial authorities for  local government purposes; these have less autonomy than the country's  long defunct provinces did. Nationally, legislative authority is vested  in a unicameral Parliament, while executive political power is exercised  by the Cabinet, led by the Prime Minister. Queen Elizabeth II is the  country's head of state and is represented by a Governor-General. The  Realm of New Zealand also includes Tokelau (a dependent territory); the  Cook Islands and Niue (self-governing states in free association with  New Zealand); and the Ross Dependency, which is New Zealand's  territorial claim in Antarctica. New Zealand is a member of the United  Nations, Commonwealth of Nations, ANZUS, Organisation for Economic  Co-operation and Development, Pacific Islands Forum and Asia-Pacific  Economic Cooperation.""@en"
"""Nicaragua""@en",http://dbpedia.org/resource/Nicaragua,"""Nicaragua (AmE /ˌnɪkəˈrɑːɡwə/ nik-ə-RAH-gwə, BrE  /ˌnɪkəˈræɡjuːə/ nik-ə-RAG-ew-ə), officially the Republic of Nicaragua  (Spanish: República de Nicaragua [reˈpuβlika ðe nikaˈɾaɣwa] ), is the  largest country in the Central American isthmus, bordering Honduras to  the north and Costa Rica to the south. The country is situated between  11 and 14 degrees north of the Equator in the Northern Hemisphere, which  places it entirely within the tropics. The Pacific Ocean lies to the  west, and the Caribbean Sea to the east. The country's physical  geography divides it into three major zones: Pacific lowlands; wet,  cooler central highlands; and the Caribbean lowlands. On the Pacific  side of the country are the two largest fresh water lakes in Central  America—Lake Managua and Lake Nicaragua. Surrounding these lakes and  extending to their northwest along the rift valley of the Gulf of  Fonseca are fertile lowland plains, with soil highly enriched by ash  from nearby volcanoes of the central highlands. Nicaragua's abundance of  biologically significant and unique ecosystems contribute to  Mesoamerica's designation as a biodiversity hotspot.The Spanish Empire  conquered the region in the 16th century. Nicaragua achieved its  independence from Spain in 1821. Since its independence, Nicaragua has  undergone periods of political unrest, dictatorship, and fiscal  crisis—the most notable causes that led to the Nicaraguan Revolution of  the 1960s and 1970s. Nicaragua is a representative democratic republic,  and has experienced economic growth and political stability in recent  years. Since 2007, Daniel Ortega has been the President.The population  of Nicaragua, approximately 6 million, is multiethnic. Its capital,  Managua, is the third-largest city in Central America. Segments of the  population include indigenous native tribes from the Mosquito Coast,  Europeans, Africans, Asians, and people of Middle Eastern origin. The  main language is Spanish, although native tribes on the eastern coast  speak their native languages, such as Miskito, Sumo, and Rama, as well  as English Creole. The mixture of cultural traditions has generated  substantial diversity in art and literature, particularly the latter  given the various literary contributions of Nicaraguan poets and  writers, including Rubén Darío, Pablo Antonio Cuadra and Ernesto  Cardenal. The biological diversity, warm tropical climate, and active  volcanoes make Nicaragua an increasingly popular tourist  destination.""@en"
"""República de Nicaragua""@en",http://dbpedia.org/resource/Nicaragua,"""Nicaragua (AmE /ˌnɪkəˈrɑːɡwə/ nik-ə-RAH-gwə, BrE  /ˌnɪkəˈræɡjuːə/ nik-ə-RAG-ew-ə), officially the Republic of Nicaragua  (Spanish: República de Nicaragua [reˈpuβlika ðe nikaˈɾaɣwa] ), is the  largest country in the Central American isthmus, bordering Honduras to  the north and Costa Rica to the south. The country is situated between  11 and 14 degrees north of the Equator in the Northern Hemisphere, which  places it entirely within the tropics. The Pacific Ocean lies to the  west, and the Caribbean Sea to the east. The country's physical  geography divides it into three major zones: Pacific lowlands; wet,  cooler central highlands; and the Caribbean lowlands. On the Pacific  side of the country are the two largest fresh water lakes in Central  America—Lake Managua and Lake Nicaragua. Surrounding these lakes and  extending to their northwest along the rift valley of the Gulf of  Fonseca are fertile lowland plains, with soil highly enriched by ash  from nearby volcanoes of the central highlands. Nicaragua's abundance of  biologically significant and unique ecosystems contribute to  Mesoamerica's designation as a biodiversity hotspot.The Spanish Empire  conquered the region in the 16th century. Nicaragua achieved its  independence from Spain in 1821. Since its independence, Nicaragua has  undergone periods of political unrest, dictatorship, and fiscal  crisis—the most notable causes that led to the Nicaraguan Revolution of  the 1960s and 1970s. Nicaragua is a representative democratic republic,  and has experienced economic growth and political stability in recent  years. Since 2007, Daniel Ortega has been the President.The population  of Nicaragua, approximately 6 million, is multiethnic. Its capital,  Managua, is the third-largest city in Central America. Segments of the  population include indigenous native tribes from the Mosquito Coast,  Europeans, Africans, Asians, and people of Middle Eastern origin. The  main language is Spanish, although native tribes on the eastern coast  speak their native languages, such as Miskito, Sumo, and Rama, as well  as English Creole. The mixture of cultural traditions has generated  substantial diversity in art and literature, particularly the latter  given the various literary contributions of Nicaraguan poets and  writers, including Rubén Darío, Pablo Antonio Cuadra and Ernesto  Cardenal. The biological diversity, warm tropical climate, and active  volcanoes make Nicaragua an increasingly popular tourist  destination.""@en"
